Start_Date,Job_Title,Department,Department_Code,Job_Term,List_Type,Req_Number,Appointment_Type
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00987,New Hire/Rehire
05/06/2019 12:00:00 AM,"OFFICE ASSISTANT, TRAINEE (CLASS CODE 0020)",Health Department,360,Probationary,Regular,2019-00578,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00995,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00981,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00980,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00990,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00991,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00988,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00989,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00945,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00983,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00984,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00985,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00994,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00993,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00992,New Hire/Rehire
05/20/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00862,New Hire/Rehire
05/22/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00869,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00999,New Hire/Rehire
06/03/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00865,New Hire/Rehire
05/13/2019 12:00:00 AM,Transient,New Orleans Public Library,630,,,2019-01454,New Hire/Rehire
05/19/2019 12:00:00 AM,LABORER (CLASS CODE 1510),Sanitation Department,300,Probationary,Regular,2019-01246,New Hire/Rehire
05/19/2019 12:00:00 AM,LABORER (CLASS CODE 1510),Sanitation Department,300,Probationary,Regular,2019-01306,New Hire/Rehire
05/21/2019 12:00:00 AM,LABORER (CLASS CODE 1510),Sanitation Department,300,Probationary,Regular,2019-01305,New Hire/Rehire
05/21/2019 12:00:00 AM,LABORER (CLASS CODE 1510),Sanitation Department,300,Probationary,Regular,2019-01307,New Hire/Rehire
05/20/2019 12:00:00 AM,LABORER (CLASS CODE 1510),Parks & Parkways,620,Probationary,Regular,2019-00683,New Hire/Rehire
05/13/2019 12:00:00 AM,MANAGEMENT DEVELOPMENT ANALYST I (CLASS CODE 0361),Sewerage and Water Board of New Orleans,010D,Probationary,Regular and Promotional,2019-01259,New Hire/Rehire
05/26/2019 12:00:00 AM,POLICE RECRUIT - ACADEMY,Police Department,270,Probationary,Regular,2019-01604,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01004,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01005,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01006,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01007,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00950,New Hire/Rehire
05/26/2019 12:00:00 AM,LABORER (CLASS CODE 1510),Sanitation Department,300,Probationary,Regular,2019-01723,New Hire/Rehire
05/27/2019 12:00:00 AM,PARKWAYS MAINTENANCE SUPERVISOR III (CLASS CODE 1621),Parks & Parkways,620,Probationary,Regular,2019-01332,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01012,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01014,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01016,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01017,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01019,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01022,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01020,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01023,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01026,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01027,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01030,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01032,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01034,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01035,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01036,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01037,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01039,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01041,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01719,New Hire/Rehire
06/03/2019 12:00:00 AM,LABORER (CLASS CODE 1510),Miscellaneous,700,Probationary,Regular,2019-00755,New Hire/Rehire
05/20/2019 05:00:00 AM,AIRPORT TECHNICIAN I (EQUIPMENT OPERATOR) (CLASS CODE 8043),New Orleans Aviation Board,900,Probationary,Regular and Promotional,2019-01741,New Hire/Rehire
06/03/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01083,New Hire/Rehire
06/04/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00864,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01044,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01046,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01048,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01050,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01049,New Hire/Rehire
06/02/2019 12:00:00 AM,POLICE RECRUIT - ACADEMY,Police Department,270,Probationary,Regular,2019-01766,New Hire/Rehire
06/02/2019 12:00:00 AM,POLICE RECRUIT - ACADEMY,Police Department,270,Probationary,Regular,2019-01607,New Hire/Rehire
06/02/2019 12:00:00 AM,POLICE RECRUIT - ACADEMY,Police Department,270,Probationary,Regular,2019-01609,New Hire/Rehire
06/02/2019 12:00:00 AM,POLICE RECRUIT - ACADEMY,Police Department,270,Probationary,Regular,2019-01614,New Hire/Rehire
06/03/2019 12:00:00 AM,RECREATION SITE FACILITATOR I (CLASS CODE 6145),Miscellaneous,700,Probationary,Regular,2019-01433,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01717,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01054,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01053,New Hire/Rehire
06/05/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01058,New Hire/Rehire
06/11/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00867,New Hire/Rehire
06/11/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00866,New Hire/Rehire
06/10/2019 12:00:00 AM,LABORER (CLASS CODE 1510),Parks & Parkways,620,Probationary,Regular,2019-00027,New Hire/Rehire
06/03/2019 12:00:00 AM,REINSTATEMENTS (All classifications),Public Works Department,500,Reinstatement,Regular,2019-01641,"Other,New Hire/Rehire"
06/09/2019 12:00:00 AM,POLICE AIDE (CLASS CODE 7105),Police Department,270,Provisional,Regular,2019-00261,New Hire/Rehire
06/10/2019 12:00:00 AM,Transfers & Lateral Transfers,Human Services,380,Probationary,Regular,2019-01810,New Hire/Rehire
06/17/2019 12:00:00 AM,AIRPORT TECHNICIAN I (EQUIPMENT OPERATOR) (CLASS CODE 8043),New Orleans Aviation Board,900,Probationary,Regular and Promotional,2019-01741,New Hire/Rehire
06/10/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01951,New Hire/Rehire
06/10/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01953,New Hire/Rehire
06/10/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01955,New Hire/Rehire
06/10/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01956,New Hire/Rehire
06/10/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01958,New Hire/Rehire
06/10/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01960,New Hire/Rehire
06/10/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01946,New Hire/Rehire
06/10/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01948,New Hire/Rehire
06/10/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01947,New Hire/Rehire
07/01/2019 12:00:00 AM,"EMERGENCY MEDICAL TECHNICIAN, PARAMEDIC (CLASS CODE 5171)",Health Department,360,Probationary,Regular,2019-01856,New Hire/Rehire
07/01/2019 12:00:00 AM,RECREATION CENTER ASSISTANT I (CLASS CODE 6158),Miscellaneous,700,Probationary,Regular,2019-02082,New Hire/Rehire
06/19/2019 12:00:00 AM,LABORER (CLASS CODE 1510),New Orleans Public Library,630,,,2019-01840,New Hire/Rehire
06/24/2019 05:00:00 AM,NETWORKS MAINTENANCE TECHNICIAN I (CLASS CODE 3301),Sewerage and Water Board of New Orleans,010D,Probationary,Regular,2019-01908,New Hire/Rehire
07/01/2019 12:00:00 AM,Transient,Health Department,360,Transient (3 month appointment),Regular,2019-01986,"Other,New Hire/Rehire"
07/01/2019 12:00:00 AM,LABORER (CLASS CODE 1510),Public Works Department,500,Probationary,,2019-01353,New Hire/Rehire
07/03/2019 12:00:00 AM,MANAGEMENT DEVELOPMENT ANALYST I (CLASS CODE 0361),Safety & Permits,260,Probationary,Regular,2019-01533,New Hire/Rehire
07/14/2019 12:00:00 AM,LABORER (CLASS CODE 1510),Miscellaneous,700,Probationary,Regular,2019-01917,New Hire/Rehire
06/17/2019 12:00:00 AM,Emergency,Human Services,380,Emergency (10 day appointment),Regular and Promotional,2019-02099,New Hire/Rehire
06/24/2019 12:00:00 AM,Emergency,Human Services,380,Emergency (10 day appointment),Regular,2019-02181,New Hire/Rehire
07/08/2019 05:00:00 AM,NETWORKS MAINTENANCE TECHNICIAN I (CLASS CODE 3301),Sewerage and Water Board of New Orleans,010D,Probationary,Regular,2019-01910,New Hire/Rehire
07/21/2019 12:00:00 AM,LABORER (CLASS CODE 1510),Sanitation Department,300,Probationary,Regular,2019-01726,New Hire/Rehire
07/21/2019 12:00:00 AM,LABORER (CLASS CODE 1510),Sanitation Department,300,Probationary,Regular,2019-01727,New Hire/Rehire
08/18/2019 12:00:00 AM,REINSTATEMENTS (All classifications),Police Department,270,Probationary,Regular,2019-02240,New Hire/Rehire
07/15/2019 12:00:00 AM,"OFFICE ASSISTANT, TRAINEE (CLASS CODE 0020)",Health Department,360,Probationary,Regular,2019-01985,New Hire/Rehire
07/29/2019 12:00:00 AM,"OFFICE ASSISTANT, TRAINEE (CLASS CODE 0020)",Office of Independent Police Monitor,730,Probationary,Regular,2019-02173,New Hire/Rehire
07/29/2019 12:00:00 AM,LABORER (CLASS CODE 1510),Public Works Department,500,Probationary,Regular,2019-01592,New Hire/Rehire
08/04/2019 12:00:00 AM,LABORER (CLASS CODE 1510),Property Management,450,Probationary,Regular,2019-02315,New Hire/Rehire
07/22/2019 05:00:00 AM,NETWORKS MAINTENANCE TECHNICIAN I (CLASS CODE 3301),Sewerage and Water Board of New Orleans,010D,Probationary,Regular,2019-01336,New Hire/Rehire
08/04/2019 12:00:00 AM,POLICE RECRUIT - ACADEMY,Police Department,270,Probationary,Regular,2019-02255,New Hire/Rehire
08/05/2019 12:00:00 AM,"OFFICE ASSISTANT, TRAINEE (CLASS CODE 0020)",Finance Department,400,Probationary,Regular,2019-01700,New Hire/Rehire
08/05/2019 05:00:00 AM,NETWORKS MAINTENANCE TECHNICIAN I (CLASS CODE 3301),Sewerage and Water Board of New Orleans,010D,Probationary,Regular,2019-01902,New Hire/Rehire
08/25/2019 12:00:00 AM,LABORER (CLASS CODE 1510),Miscellaneous,700,Probationary,Regular,2019-02112,New Hire/Rehire
08/18/2019 12:00:00 AM,POLICE AIDE (CLASS CODE 7105),Police Department,270,Provisional,Regular,2019-00270,New Hire/Rehire
08/18/2019 12:00:00 AM,POLICE RECRUIT - ACADEMY,Police Department,270,Probationary,Regular,2019-02256,New Hire/Rehire
08/18/2019 05:00:00 AM,POLICE RECRUIT - ACADEMY,Police Department,270,Probationary,Regular,2019-02257,New Hire/Rehire
08/12/2019 12:00:00 AM,Emergency,Health Department,360,Probationary,Regular,2019-02046,"Other,New Hire/Rehire"
08/12/2019 12:00:00 AM,"EMERGENCY MEDICAL TECHNICIAN, BASIC (CLASS CODE 5170)",Health Department,360,Change from full time to part time,Regular,2019-02278,New Hire/Rehire
08/12/2019 12:00:00 AM,"EMERGENCY MEDICAL TECHNICIAN, BASIC (CLASS CODE 5170)",Health Department,360,Probationary,Regular,2019-02277,New Hire/Rehire
08/12/2019 12:00:00 AM,"EMERGENCY MEDICAL TECHNICIAN, BASIC (CLASS CODE 5170)",Health Department,360,Probationary,Regular,2019-02275,New Hire/Rehire
08/26/2019 12:00:00 AM,AUTOMOTIVE MECHANIC III (CLASS CODE 1992),Chief Administrative Office,220,Probationary,Regular and Promotional,2019-02103,New Hire/Rehire
08/12/2019 12:00:00 AM,LABORER (CLASS CODE 1510),Public Works Department,500,Probationary,Regular,2019-01109,New Hire/Rehire
08/27/2019 12:00:00 AM,"OFFICE ASSISTANT, TRAINEE (CLASS CODE 0020)",Municipal Court,835,Probationary,Regular and Promotional,2019-02385,New Hire/Rehire
07/29/2019 12:00:00 AM,REINSTATEMENTS (All classifications),Human Services,380,Probationary,Regular,2019-02368,New Hire/Rehire
09/01/2019 12:00:00 AM,POLICE RECRUIT - ACADEMY,Police Department,270,Probationary,Regular,2019-02494,New Hire/Rehire
09/03/2019 05:00:00 AM,NETWORKS MAINTENANCE TECHNICIAN I (CLASS CODE 3301),Sewerage and Water Board of New Orleans,010D,Probationary,Regular,2019-02430,New Hire/Rehire
08/19/2019 05:00:00 AM,REINSTATEMENTS (All classifications),Sewerage and Water Board of New Orleans,010D,Demotion- Voluntary,Regular,2019-02283,New Hire/Rehire
09/15/2019 12:00:00 AM,POLICE RECRUIT - ACADEMY,Police Department,270,Probationary,Regular,2019-02493,New Hire/Rehire
09/16/2019 05:00:00 AM,NETWORKS MAINTENANCE TECHNICIAN I (CLASS CODE 3301),Sewerage and Water Board of New Orleans,010D,Probationary,Regular,2019-01909,New Hire/Rehire
10/07/2019 12:00:00 AM,RECREATION CENTER ASSISTANT I (CLASS CODE 6158),Miscellaneous,700,Probationary,Regular,2019-02640,New Hire/Rehire
11/04/2019 06:00:00 AM,ENGINEER INTERN I,Public Works Department,500,Probationary,Regular,2019-03061,New Hire/Rehire
01/06/2019 12:00:00 AM,POLICE RECRUIT - ACADEMY,Police Department,270,Probationary,Regular,2018-02954,New Hire/Rehire
01/07/2019 12:00:00 AM,Transient,Property Management,450,Transient (3 month appointment),Regular,2019-00047,New Hire/Rehire
01/07/2019 12:00:00 AM,Transient,Property Management,450,Transient (3 month appointment),Regular,2019-00050,New Hire/Rehire
01/07/2019 12:00:00 AM,Transient,Property Management,450,Transient (3 month appointment),Regular,2019-00051,New Hire/Rehire
01/06/2019 12:00:00 AM,Emergency,Police Department,270,Emergency (10 day appointment),Regular,2019-00147,New Hire/Rehire
01/09/2019 12:00:00 AM,Transient,Property Management,450,Transient (3 month appointment),Regular,2019-00055,New Hire/Rehire
01/13/2019 12:00:00 AM,"OFFICE ASSISTANT, TRAINEE (CLASS CODE 0020)",French Market Corporation,892,Probationary,Regular,2018-03472,New Hire/Rehire
01/03/2019 12:00:00 AM,Transient,Health Department,360,Transient (3 month appointment),Regular,2018-03426,New Hire/Rehire
01/07/2019 12:00:00 AM,MANAGEMENT DEVELOPMENT ANALYST I (CLASS CODE 0361),Sewerage and Water Board of New Orleans,010D,Full time,Regular,2018-03243,New Hire/Rehire
01/15/2019 12:00:00 AM,LABORER (CLASS CODE 1510),Sanitation Department,300,Full time,Regular,2018-03541,New Hire/Rehire
01/28/2019 12:00:00 AM,MANAGEMENT DEVELOPMENT ANALYST I (CLASS CODE 0361),Safety & Permits,260,Full time,Regular,2018-03372,New Hire/Rehire
01/27/2019 12:00:00 AM,Transient,Property Management,450,Transient (3 month appointment),Regular,2019-00053,New Hire/Rehire
01/07/2019 12:00:00 AM,REINSTATEMENTS (All classifications),Sewerage and Water Board of New Orleans,010D,Reinstatement,Regular,2018-03401,New Hire/Rehire
01/29/2019 12:00:00 AM,LABORER (CLASS CODE 1510),Sanitation Department,300,Full time,Regular,2019-00314,New Hire/Rehire
01/28/2019 12:00:00 AM,LABORER (CLASS CODE 1510),Parks & Parkways,620,Probationary,Regular,2019-00030,New Hire/Rehire
01/28/2019 12:00:00 AM,LABORER (CLASS CODE 1510),Parks & Parkways,620,Probationary,Regular,2019-00036,New Hire/Rehire
01/28/2019 12:00:00 AM,MANAGEMENT DEVELOPMENT ANALYST I (CLASS CODE 0361),Safety & Permits,260,Full time,Regular,2018-03371,New Hire/Rehire
01/28/2019 12:00:00 AM,Demotion - Voluntary,Safety & Permits,260,Full time,Regular,2019-00205,New Hire/Rehire
02/03/2019 12:00:00 AM,POLICE AIDE (CLASS CODE 7105),Police Department,270,Provisional,Regular,2019-00252,New Hire/Rehire
02/10/2019 12:00:00 AM,POLICE RECRUIT - ACADEMY,Police Department,270,Probationary,Regular,2019-00141,New Hire/Rehire
02/03/2019 12:00:00 AM,POLICE RECRUIT - ACADEMY,Police Department,270,Probationary,Regular,2019-00140,New Hire/Rehire
01/28/2019 12:00:00 AM,RECREATION CENTER ASSISTANT I (CLASS CODE 6158),Miscellaneous,700,Probationary,Regular,2019-00086,New Hire/Rehire
01/31/2019 12:00:00 AM,AIRPORT ADMINISTRATIVE INTERN (CLASS CODE 8022),New Orleans Aviation Board,900,Probationary,Regular,2019-00009,New Hire/Rehire
02/10/2019 12:00:00 AM,LABORER (CLASS CODE 1510),Sanitation Department,300,Full time,Regular,2019-00457,New Hire/Rehire
02/11/2019 12:00:00 AM,LABORER (CLASS CODE 1510),Parks & Parkways,620,Probationary,Regular,2019-00037,New Hire/Rehire
02/11/2019 12:00:00 AM,LABORER (CLASS CODE 1510),Parks & Parkways,620,Probationary,Regular,2019-00536,New Hire/Rehire
02/18/2019 12:00:00 AM,RECREATION LIFEGUARD I (CLASS CODE 6110),Miscellaneous,700,Probationary,Regular,2019-00092,New Hire/Rehire
02/10/2019 12:00:00 AM,LABORER (CLASS CODE 1510),Sanitation Department,300,Full time,Regular,2019-00455,New Hire/Rehire
02/18/2019 12:00:00 AM,AUTOMOTIVE MECHANIC III (CLASS CODE 1992),Chief Administrative Office,220,Probationary,Regular and Promotional,2019-00473,New Hire/Rehire
02/17/2019 12:00:00 AM,POLICE AIDE (CLASS CODE 7105),Police Department,270,Provisional,Regular,2019-00254,New Hire/Rehire
02/17/2019 12:00:00 AM,POLICE RECRUIT - ACADEMY,Police Department,270,Probationary,Regular,2019-00145,New Hire/Rehire
02/17/2019 12:00:00 AM,POLICE OFFICER (ENTRANCE) (CLASS CODE 7110),Police Department,270,Probationary,Regular,2019-00285,New Hire/Rehire
02/19/2019 12:00:00 AM,LABORER (CLASS CODE 1510),Sanitation Department,300,Full time,Regular,2019-00648,New Hire/Rehire
02/25/2019 12:00:00 AM,LABORER (CLASS CODE 1510),Miscellaneous,700,Conditional,Regular,2019-00074,New Hire/Rehire
02/17/2019 12:00:00 AM,POLICE AIDE (CLASS CODE 7105),Police Department,270,Provisional,Regular,2019-00256,New Hire/Rehire
03/03/2019 12:00:00 AM,POLICE TECHNICIAN I (CLASS CODE 7141),Police Department,270,Probationary,Regular,2019-00132,New Hire/Rehire
02/22/2019 12:00:00 AM,MANAGEMENT DEVELOPMENT ANALYST I (CLASS CODE 0361),Human Services,380,Probationary,Regular and Promotional,2019-00677,New Hire/Rehire
02/24/2019 12:00:00 AM,CRIME ANALYST I (CLASS CODE 7601),Police Department,270,Probationary,Regular,2019-00628,New Hire/Rehire
02/27/2019 12:00:00 AM,LABORER (CLASS CODE 1510),Sanitation Department,300,Full time,Regular,2019-00649,New Hire/Rehire
03/04/2019 12:00:00 AM,AUTOMOTIVE MECHANIC III (CLASS CODE 1992),Chief Administrative Office,220,Probationary,Regular and Promotional,2019-00474,New Hire/Rehire
02/27/2019 12:00:00 AM,LABORER (CLASS CODE 1510),New Orleans Public Library,630,Probationary,,2019-00211,New Hire/Rehire
03/10/2019 12:00:00 AM,POLICE OFFICER (ENTRANCE) (CLASS CODE 7110),Police Department,270,Probationary,Regular,2019-00286,New Hire/Rehire
03/10/2019 12:00:00 AM,POLICE RECRUIT - ACADEMY,Police Department,270,Probationary,Regular,2019-00313,New Hire/Rehire
03/04/2019 12:00:00 AM,LABORER (CLASS CODE 1510),Property Management,450,Probationary,Regular and Promotional,2019-00746,New Hire/Rehire
03/10/2019 12:00:00 AM,POLICE RECRUIT - ACADEMY,Police Department,270,Probationary,Regular,2019-00396,New Hire/Rehire
03/18/2019 12:00:00 AM,"OFFICE ASSISTANT, TRAINEE (CLASS CODE 0020)",Chief Administrative Office,220,Probationary,Regular,2019-00768,New Hire/Rehire
03/24/2019 05:00:00 AM,PEST CONTROL INSPECTOR I (CLASS CODE 5426),New Orleans Mosquito and Termite Control Board,685,Transient (3 month appointment),Regular,2019-00417,New Hire/Rehire
03/17/2019 12:00:00 AM,"OFFICE ASSISTANT, TRAINEE (CLASS CODE 0020)",Parks & Parkways,620,Provisional,Regular,2019-00042,New Hire/Rehire
03/17/2019 12:00:00 AM,Provisional,Parks & Parkways,620,Provisional,Regular,2019-00042,New Hire/Rehire
03/24/2019 12:00:00 AM,PEST CONTROL INSPECTOR I (CLASS CODE 5426),New Orleans Mosquito and Termite Control Board,685,Transient (3 month appointment),Regular,2019-00415,New Hire/Rehire
03/18/2019 12:00:00 AM,PLANT ATTENDANT (CLASS CODE 3010),Human Services,380,Probationary,Regular and Promotional,2019-00676,New Hire/Rehire
01/22/2019 12:00:00 AM,NETWORKS MAINTENANCE TECHNICIAN I (CLASS CODE 3301),Sewerage and Water Board of New Orleans,010D,Probationary,Regular,2019-00017,New Hire/Rehire
03/04/2019 12:00:00 AM,NETWORKS MAINTENANCE TECHNICIAN I (CLASS CODE 3301),Sewerage and Water Board of New Orleans,010D,Probationary,Regular,2019-00442,New Hire/Rehire
03/04/2019 12:00:00 AM,NETWORKS MAINTENANCE TECHNICIAN I (CLASS CODE 3301),Sewerage and Water Board of New Orleans,010D,Probationary,Regular,2019-00620,New Hire/Rehire
03/25/2019 12:00:00 AM,AIRPORT TECHNICIAN I (EQUIPMENT OPERATOR) (CLASS CODE 8043),New Orleans Aviation Board,900,Probationary,Regular and Promotional,2019-00120,New Hire/Rehire
03/31/2019 12:00:00 AM,POLICE RECRUIT - ACADEMY,Police Department,270,Probationary,Regular,2019-01118,New Hire/Rehire
03/31/2019 12:00:00 AM,POLICE AIDE (CLASS CODE 7105),Police Department,270,Provisional,Regular,2019-00260,New Hire/Rehire
04/08/2019 12:00:00 AM,RECREATION LIFEGUARD I (CLASS CODE 6110),Miscellaneous,700,Conditional,Regular,2019-00775,New Hire/Rehire
04/02/2019 12:00:00 AM,LABORER (CLASS CODE 1510),Sanitation Department,300,Probationary,Regular,2019-01088,New Hire/Rehire
04/08/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00855,New Hire/Rehire
04/08/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00857,New Hire/Rehire
04/08/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00846,New Hire/Rehire
04/08/2019 05:00:00 AM,LABORER (CLASS CODE 1510),Parks & Parkways,620,Probationary,Regular,2019-00781,New Hire/Rehire
04/09/2019 12:00:00 AM,LABORER (CLASS CODE 1510),Property Management,450,Probationary,Regular,2019-01132,New Hire/Rehire
04/08/2019 12:00:00 AM,LABORER (CLASS CODE 1510),Parks & Parkways,620,Probationary,Regular,2019-00781,New Hire/Rehire
04/08/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00858,New Hire/Rehire
04/14/2019 12:00:00 AM,POLICE TECHNICIAN I (CLASS CODE 7141),Police Department,270,Probationary,Regular,2019-01236,New Hire/Rehire
04/21/2019 12:00:00 AM,LABORER (CLASS CODE 1510),Sanitation Department,300,Probationary,Regular,2019-01243,New Hire/Rehire
04/15/2019 12:00:00 AM,"OFFICE ASSISTANT, TRAINEE (CLASS CODE 0020)",Sewerage and Water Board of New Orleans,010D,Probationary,Regular and Promotional,2019-01235,New Hire/Rehire
04/23/2019 12:00:00 AM,LABORER (CLASS CODE 1510),Sanitation Department,300,Probationary,Regular,2019-01244,New Hire/Rehire
04/22/2019 12:00:00 AM,"EMERGENCY MEDICAL TECHNICIAN, BASIC (CLASS CODE 5170)",Health Department,360,Probationary,Regular,2019-00477,New Hire/Rehire
